lat,lon,poi_type,id,osm_type,jurisdiction
41.89480590820312,12.49193954467773,drinking_water,246574149,node,J6
41.8948860168457,12.49094581604004,drinking_water,246574150,node,J6
41.89449691772461,12.48773860931396,drinking_water,246574151,node,J6
41.85496520996094,12.50003814697266,drinking_water,246574153,node,J4
41.85530471801758,12.49791812896729,drinking_water,246574154,node,J4
41.82378387451172,12.49226665496826,drinking_water,246576812,node,J2
41.89502716064453,12.50468349456787,drinking_water,246661213,node,J6
41.89496612548828,12.50479412078857,drinking_water,246661214,node,J6
41.8975830078125,12.50319957733154,drinking_water,246661215,node,J6
41.89755249023438,12.49012088775635,drinking_water,246661218,node,J6
41.89729309082031,12.49775123596191,drinking_water,246661219,node,J6
41.86553573608398,12.48822498321533,drinking_water,246661220,node,J4
41.88969421386719,12.52366924285889,drinking_water,248663397,node,J6
41.88921356201172,12.52498245239258,drinking_water,248663400,node,J6
41.88889694213867,12.52623844146729,drinking_water,248663404,node,J6
41.88785934448242,12.52180480957031,drinking_water,248663469,node,J6
41.89119338989258,12.53208255767822,cinema,248663946,node,J6
41.88422012329102,12.47267246246338,cinema,248674890,node,J3
41.88785552978516,12.47165107727051,drinking_water,248674902,node,J5
41.89044189453125,12.46921730041504,drinking_water,248676418,node,J5
41.88974380493164,12.47297191619873,drinking_water,248676419,node,J5
41.88931274414062,12.47388648986816,drinking_water,248676420,node,J5
41.88932037353516,12.47437858581543,cinema,248676601,node,J5
41.88863754272461,12.4739990234375,drinking_water,248678317,node,J5
41.88367462158203,12.4736442565918,drinking_water,248678318,node,J3
41.82326126098633,12.49092102050781,drinking_water,248678361,node,J2
41.85274505615234,12.46934413909912,drinking_water,248741444,node,J3
41.86740875244141,12.466383934021,drinking_water,248741445,node,J3
41.83169174194336,12.46691799163818,atm,248743045,node,J1
41.89671325683594,12.48591327667236,drinking_water,248743319,node,J6
41.89606475830078,12.48703765869141,drinking_water,248743322,node,J6
41.89352798461914,12.48774337768555,drinking_water,248743324,node,J6
41.863525390625,12.4839038848877,drinking_water,248743358,node,J3
41.90163040161133,12.49731922149658,post_office,248834291,node,J6
41.89299011230469,12.51571083068848,drinking_water,248834835,node,J6
41.89511108398438,12.51342391967773,drinking_water,248834836,node,J6
41.89892578125,12.51821517944336,drinking_water,248834837,node,J6
41.89873504638672,12.51508712768555,drinking_water,248834839,node,J6
41.89705657958984,12.51156711578369,drinking_water,248834840,node,J6
41.88924407958984,12.53023147583008,drinking_water,248977095,node,J6
41.89466857910156,12.46517658233643,drinking_water,249331407,node,J5
41.87909317016602,12.47860622406006,drinking_water,249331968,node,J3
41.89597320556641,12.4609317779541,drinking_water,249332045,node,J5
41.88988494873047,12.46244049072266,drinking_water,249333234,node,J5
41.889404296875,12.46639919281006,fountain,249333267,node,J5
41.83387756347656,12.46847152709961,cinema,250884088,node,J1
41.89541244506836,12.47173595428467,drinking_water,250884089,node,J5
41.85630035400391,12.4717845916748,drinking_water,250884715,node,J3
41.90500640869141,12.50429630279541,drinking_water,250885316,node,J6
41.89683151245117,12.51519966125488,drinking_water,250886296,node,J6
41.89894485473633,12.51651191711426,drinking_water,250886298,node,J6
41.9122314453125,12.52200126647949,drinking_water,250886787,node,J6
41.91360855102539,12.52093124389648,drinking_water,250886788,node,J6
41.85903549194336,12.47183895111084,drinking_water,250887056,node,J3
41.85927200317383,12.47484493255615,drinking_water,250887057,node,J3
41.87579727172852,12.48137283325195,drinking_water,250889343,node,J3
41.87829208374023,12.47655200958252,drinking_water,250889346,node,J3
41.90133285522461,12.4920072555542,cinema,250889369,node,J6
41.89599227905273,12.49038887023926,drinking_water,250889642,node,J6
41.83053970336914,12.46500778198242,drinking_water,250889643,node,J1
41.86211395263672,12.48859024047852,drinking_water,250890422,node,J4
41.86188888549805,12.49034881591797,drinking_water,250890423,node,J4
41.86057281494141,12.49169540405273,drinking_water,250890425,node,J4
41.86026382446289,12.49319839477539,drinking_water,250890426,node,J4
41.85988235473633,12.49400234222412,drinking_water,250890428,node,J4
41.85238647460938,12.47651863098145,drinking_water,251772703,node,J3
41.85255813598633,12.4734468460083,drinking_water,251772704,node,J3
41.85266494750977,12.46750354766846,post_office,251772705,node,J3
41.86533355712891,12.48422622680664,drinking_water,251773253,node,J3
41.86477661132812,12.48419380187988,drinking_water,251773254,node,J3
41.86323547363281,12.48674392700195,drinking_water,251773259,node,J4
41.86301422119141,12.48803806304932,drinking_water,251773306,node,J4
41.89577865600586,12.51197242736816,drinking_water,251773307,node,J6
41.84317398071289,12.49282550811768,drinking_water,251773316,node,J2
41.88539123535156,12.48528861999512,drinking_water,251773348,node,J6
41.88700103759766,12.48277282714844,drinking_water,251773349,node,J5
41.89331817626953,12.48385524749756,drinking_water,251773551,node,J5
41.9013557434082,12.4849328994751,drinking_water,251774233,node,J5
41.90166091918945,12.48575401306152,drinking_water,251774236,node,J6
41.91141891479492,12.48782730102539,drinking_water,251774238,node,J6
41.89238357543945,12.51261043548584,drinking_water,251774241,node,J6
41.89321136474609,12.50944709777832,drinking_water,251774243,node,J6
41.89228439331055,12.50857734680176,drinking_water,251774246,node,J6
41.88013458251953,12.47531318664551,drinking_water,251783883,node,J3
41.87984085083008,12.47525405883789,post_office,251783885,node,J3
41.88858032226562,12.48366737365723,drinking_water,251792639,node,J5
41.87886047363281,12.4741096496582,cinema,251888861,node,J3
41.87974166870117,12.47501182556152,theatre,252419164,node,J3
41.88088226318359,12.47440147399902,drinking_water,252420331,node,J3
41.8941764831543,12.50386905670166,drinking_water,252441818,node,J6
41.89412307739258,12.5039701461792,drinking_water,252441819,node,J6
41.89487838745117,12.49962425231934,post_office,252441820,node,J6
41.89612197875977,12.4929027557373,drinking_water,252602350,node,J6
41.89614105224609,12.49708271026611,drinking_water,252609581,node,J6
41.90045166015625,12.47499752044678,post_office,252699690,node,J5
41.90453720092773,12.47693347930908,drinking_water,252699691,node,J5
41.89176559448242,12.50220489501953,drinking_water,252899499,node,J6
41.89422225952148,12.51725673675537,drinking_water,252899503,node,J6
41.85570907592773,12.45880126953125,drinking_water,253704796,node,J3
41.83876800537109,12.46449279785156,drinking_water,253704798,node,J1
41.86609649658203,12.47891139984131,drinking_water,253704799,node,J3
41.86698913574219,12.47845935821533,drinking_water,253704800,node,J3
41.88351058959961,12.50302982330322,drinking_water,253704802,node,J4
41.90739059448242,12.47595310211182,drinking_water,253871563,node,J5
41.90196990966797,12.49073886871338,attraction,253874144,node,J6
41.8685417175293,12.49012088775635,drinking_water,254523696,node,J4
41.83213806152344,12.47558784484863,drinking_water,255019798,node,J1
41.88235473632812,12.51421928405762,drinking_water,255020313,node,J4
41.88210678100586,12.51413345336914,drinking_water,255020314,node,J4
41.88198089599609,12.51379776000977,drinking_water,255020316,node,J4
41.88164901733398,12.51410961151123,drinking_water,255020317,node,J4
41.88137054443359,12.51395702362061,drinking_water,255020318,node,J4
41.88710021972656,12.52268886566162,drinking_water,255023443,node,J6
41.88710403442383,12.51919460296631,drinking_water,255023460,node,J6
41.88693237304688,12.50815486907959,drinking_water,255117810,node,J6
41.90035629272461,12.51751136779785,drinking_water,255118657,node,J6
41.90264511108398,12.51980781555176,drinking_water,255118660,node,J6
41.86296081542969,12.49135780334473,drinking_water,255332025,node,J4
41.85602569580078,12.4823579788208,drinking_water,255332124,node,J3
41.86277389526367,12.48553562164307,telephone,255332277,node,J4
41.89950561523438,12.49612331390381,drinking_water,255454063,node,J6
41.89902114868164,12.49026870727539,drinking_water,255454064,node,J6
41.89715194702148,12.50475311279297,drinking_water,255577312,node,J6
41.85236358642578,12.4854621887207,pharmacy,256141222,node,J4
41.86605834960938,12.49649620056152,fuel,256142985,node,J4
41.85673904418945,12.48997116088867,post_office,256143567,node,J4
41.87117385864258,12.47907829284668,pub,256155025,node,J3
41.85986709594727,12.49991321563721,drinking_water,256170026,node,J4
41.86027526855469,12.49999809265137,drinking_water,256170027,node,J4
41.86012268066406,12.5003833770752,post_office,256170028,node,J4
41.86732864379883,12.50281047821045,drinking_water,256170031,node,J4
41.87318420410156,12.50179767608643,drinking_water,256170032,node,J4
41.88661575317383,12.50954532623291,telephone,256170075,node,J6
41.88764190673828,12.50829792022705,telephone,256170077,node,J6
41.89043807983398,12.50289154052734,telephone,256170081,node,J6
41.89762496948242,12.50214099884033,pharmacy,256572195,node,J6
41.89471817016602,12.49637126922607,drinking_water,256572272,node,J6
41.88974380493164,12.50112438201904,fountain,256572503,node,J6
41.89359283447266,12.50813388824463,ice_cream,256592934,node,J6
41.8931770324707,12.50942230224609,supermarket,256592970,node,J6
41.88813781738281,12.52139854431152,post_office,256638787,node,J6
41.88996887207031,12.51019382476807,drinking_water,256638790,node,J6
41.8687629699707,12.49466609954834,post_office,256679529,node,J4
41.89268112182617,12.50571918487549,pharmacy,256752359,node,J6
41.89068984985352,12.50636291503906,pharmacy,256752364,node,J6
41.89505767822266,12.50531101226807,pharmacy,256752379,node,J6
41.87676620483398,12.50798416137695,drinking_water,256816899,node,J4
41.87221527099609,12.48171806335449,post_office,256816979,node,J3
41.8880615234375,12.4689302444458,post_office,257343721,node,J5
41.88761901855469,12.46934700012207,drinking_water,257348839,node,J5
41.8877067565918,12.47008609771729,drinking_water,257348840,node,J5
41.88895034790039,12.46578311920166,library,257351135,node,J5
41.88905334472656,12.47073745727539,bar,257351831,node,J5
41.89534759521484,12.4725284576416,drinking_water,257352140,node,J5
41.89523696899414,12.4726505279541,cinema,257352141,node,J5
41.89887237548828,12.51280784606934,post_office,257360644,node,J6
41.89593887329102,12.51345729827881,drinking_water,257360905,node,J6
41.89668655395508,12.51375007629395,drinking_water,257361194,node,J6
41.91530990600586,12.4941930770874,drinking_water,257473781,node,J6
41.91555786132812,12.49392032623291,telephone,257473783,node,J6
41.91717529296875,12.49638748168945,drinking_water,257473786,node,J6
41.91812133789062,12.49682521820068,telephone,257474611,node,J6
41.91492462158203,12.49126529693604,drinking_water,257475245,node,J6
41.91524887084961,12.49014186859131,drinking_water,257475247,node,J6
41.91519546508789,12.49007511138916,drinking_water,257475250,node,J6
41.91373443603516,12.49175834655762,drinking_water,257475935,node,J6
41.91379165649414,12.49166584014893,drinking_water,257475937,node,J6
41.91270065307617,12.48500728607178,drinking_water,257475939,node,J5
41.91263580322266,12.48493385314941,drinking_water,257475940,node,J5
41.91365432739258,12.48124599456787,drinking_water,257476153,node,J5
41.90785980224609,12.4804105758667,fountain,257476623,node,J5
41.85655975341797,12.47231388092041,post_office,257669008,node,J3
41.85483932495117,12.47625923156738,drinking_water,257669110,node,J3
41.85184478759766,12.47656154632568,drinking_water,257669112,node,J3
41.89572143554688,12.47725296020508,drinking_water,258755618,node,J5
41.89663314819336,12.51485157012939,pharmacy,258755623,node,J6
41.89696502685547,12.51416492462158,drinking_water,258755703,node,J6
41.90975570678711,12.52951526641846,drinking_water,258897714,node,J6
41.90870666503906,12.52669239044189,drinking_water,258898188,node,J6
41.91167831420898,12.51711940765381,drinking_water,258898189,node,J6
41.91093063354492,12.51620101928711,drinking_water,258898190,node,J6
41.90671539306641,12.50965213775635,drinking_water,258898191,node,J6
41.85342788696289,12.47698307037354,restaurant,259122899,node,J3
41.85291290283203,12.47689723968506,motorcycle,259123100,node,J3
41.87631225585938,12.47124481201172,fuel,259297789,node,J3
41.87749099731445,12.47569942474365,fuel,259298052,node,J3
41.91681671142578,12.4958610534668,fuel,259333622,node,J6
41.85245513916016,12.47541618347168,fuel,259576414,node,J3
41.89840316772461,12.47420215606689,fountain,259576441,node,J5
41.9033088684082,12.45875644683838,police,259651864,node,J5
41.90356826782227,12.46404266357422,police,259653211,node,J5
41.90038299560547,12.51742267608643,police,259659418,node,J6
41.85916137695312,12.52428245544434,attraction,259671299,node,J4
41.89144515991211,12.4615364074707,attraction,259699754,node,J5
41.8571891784668,12.52375602722168,drinking_water,259701220,node,J4
41.85496520996094,12.47837352752686,drinking_water,259865022,node,J3
41.87774658203125,12.4796667098999,drinking_water,259865501,node,J3
41.88020706176758,12.47831249237061,telephone,259865503,node,J3
41.88030624389648,12.47782421112061,telephone,259865504,node,J3
41.88229370117188,12.47645473480225,telephone,259865506,node,J3
41.89110565185547,12.52809810638428,drinking_water,259867027,node,J6
41.89197158813477,12.5322151184082,drinking_water,259867393,node,J6
41.8714599609375,12.51069068908691,drinking_water,259867679,node,J4
41.85602951049805,12.48501396179199,convenience,259868275,node,J3
41.91730117797852,12.46589660644531,drinking_water,260204144,node,J5
41.85726547241211,12.47735595703125,drinking_water,260540023,node,J3
41.86077880859375,12.47789192199707,drinking_water,260540024,node,J3
41.85341644287109,12.47930335998535,cinema,260540041,node,J3
41.85288238525391,12.47946834564209,drinking_water,260540145,node,J3
41.88190460205078,12.48631381988525,telephone,260540146,node,J4
41.88431930541992,12.52962875366211,drinking_water,261634325,node,J4
41.9158821105957,12.50516319274902,fuel,261725392,node,J6
41.91830062866211,12.49722003936768,parking,261730526,node,J6
41.91421890258789,12.49711799621582,university,261736886,node,J6
41.91461563110352,12.49412155151367,parking,261736967,node,J6
41.85622024536133,12.48816776275635,fuel,261739425,node,J4
41.90462112426758,12.46875858306885,police,261743538,node,J5
41.90402221679688,12.47573757171631,university,261852636,node,J5
41.90134429931641,12.4944953918457,parking,261876182,node,J6
41.91007614135742,12.47606945037842,cafe,261959708,node,J5
41.90702819824219,12.44805526733398,bus_station,262016215,node,J5
41.89447021484375,12.43880462646484,parking,262040296,node,J5
41.89433288574219,12.43696308135986,parking,262040379,node,J5
41.89291763305664,12.51309776306152,drinking_water,262330637,node,J6
41.91767883300781,12.52694988250732,fuel,262456246,node,J6
41.9009895324707,12.50421142578125,post_office,262460947,node,J6
41.90046310424805,12.50858306884766,drinking_water,262461036,node,J6
41.85149765014648,12.52115821838379,drinking_water,264249021,node,J4
41.84883117675781,12.48070049285889,drinking_water,264249791,node,J3
41.84576416015625,12.48323440551758,drinking_water,264250532,node,J1
41.84784698486328,12.48382091522217,drinking_water,264250537,node,J1
41.84177398681641,12.48834896087646,drinking_water,264261346,node,J2
41.84111404418945,12.4891357421875,drinking_water,264261365,node,J2
41.83953094482422,12.48990535736084,drinking_water,264261799,node,J2
41.83571624755859,12.50778102874756,drinking_water,264268923,node,J2
41.84121704101562,12.51163387298584,drinking_water,264268970,node,J2
41.89418029785156,12.51089859008789,drinking_water,264672605,node,J6
41.89627838134766,12.49044322967529,wine,264673865,node,J6
41.89536666870117,12.48157119750977,fountain,264897051,node,J5
41.88831329345703,12.4809627532959,drinking_water,264897052,node,J5
41.86610794067383,12.48605632781982,post_office,265552130,node,J4
41.88885116577148,12.52690505981445,cafe,265745059,node,J6
41.86225509643555,12.48221397399902,waste_basket,265750197,node,J3
41.85971832275391,12.48190593719482,drinking_water,265752122,node,J3
41.86089706420898,12.48405456542969,telephone,265752123,node,J3
41.86141967773438,12.4857702255249,drinking_water,265752125,node,J4
41.88043975830078,12.51022911071777,drinking_water,265758250,node,J4
41.88630676269531,12.50978565216064,drinking_water,265767259,node,J6
41.88655471801758,12.50384140014648,drinking_water,265837380,node,J6
41.89268493652344,12.4931116104126,drinking_water,266310817,node,J6
41.89237594604492,12.49349880218506,drinking_water,266310881,node,J6
41.89326095581055,12.49016571044922,drinking_water,266317282,node,J6
41.88248062133789,12.48401641845703,drinking_water,266773743,node,J3
41.88505935668945,12.48032760620117,drinking_water,266773744,node,J5
41.87550354003906,12.4768705368042,drinking_water,266773746,node,J3
41.87205123901367,12.47876739501953,drinking_water,266788725,node,J3
41.87827301025391,12.48647785186768,drinking_water,266962468,node,J4
41.87780380249023,12.48547840118408,drinking_water,266962469,node,J4
41.87856674194336,12.48657131195068,telephone,266962640,node,J4
41.88144683837891,12.48671436309814,drinking_water,266962641,node,J4
41.88335037231445,12.48752593994141,drinking_water,266965232,node,J4
41.86391448974609,12.49099159240723,fountain,267110207,node,J4
41.89146423339844,12.46910190582275,drinking_water,267112897,node,J5
41.89655303955078,12.46432590484619,drinking_water,267112898,node,J5
41.89645767211914,12.46413326263428,cinema,267112900,node,J5
41.89404678344727,12.47353553771973,drinking_water,267112935,node,J5
41.88735580444336,12.51326751708984,drinking_water,267157923,node,J6
41.88744735717773,12.51388072967529,drinking_water,267157924,node,J6
41.88641738891602,12.51072883605957,drinking_water,267157925,node,J6
41.88480758666992,12.50831890106201,drinking_water,267158306,node,J6
41.88600158691406,12.50882053375244,telephone,267158328,node,J6
41.88568878173828,12.50904941558838,telephone,267158329,node,J6
41.91205596923828,12.50319004058838,drinking_water,267941855,node,J6
41.8774299621582,12.50652599334717,drinking_water,267944268,node,J4
41.91267776489258,12.4969482421875,post_office,267949557,node,J6
41.91162490844727,12.50197887420654,post_office,267949559,node,J6
41.89132308959961,12.51034736633301,drinking_water,269224072,node,J6
41.92001724243164,12.49766826629639,drinking_water,270193647,node,J6
41.9095344543457,12.50642871856689,drinking_water,270193648,node,J6
41.87390518188477,12.50897407531738,drinking_water,270194436,node,J4
41.87406158447266,12.51039791107178,post_office,270194477,node,J4
41.86786270141602,12.52050113677979,drinking_water,270194708,node,J4
41.90935897827148,12.50784206390381,drinking_water,270196887,node,J6
41.90697479248047,12.51386451721191,drinking_water,270197750,node,J6
41.90963745117188,12.51054191589355,drinking_water,270197842,node,J6
41.90423202514648,12.51729106903076,drinking_water,270197843,node,J6
41.90043258666992,12.51426410675049,drinking_water,270197916,node,J6
41.88552474975586,12.49435806274414,drinking_water,270198478,node,J6
41.88375854492188,12.49478435516357,drinking_water,270198479,node,J4
41.88547897338867,12.49323177337646,drinking_water,270198480,node,J6
41.91300582885742,12.5011682510376,drinking_water,270199174,node,J6
41.91162490844727,12.50157356262207,drinking_water,270199175,node,J6
41.86193466186523,12.48233222961426,drinking_water,270199359,node,J3
41.86572265625,12.50191688537598,drinking_water,270287292,node,J4
41.86576843261719,12.50231838226318,drinking_water,270287296,node,J4
41.86647796630859,12.5002269744873,drinking_water,270287297,node,J4
41.8646354675293,12.50263690948486,drinking_water,270287332,node,J4
41.8577995300293,12.49983692169189,drinking_water,270290555,node,J4
41.85365676879883,12.49798965454102,drinking_water,270296197,node,J4
41.84577941894531,12.49129295349121,drinking_water,270302557,node,J2
41.88753128051758,12.51198196411133,drinking_water,270315816,node,J6
41.91104888916016,12.50850486755371,drinking_water,270317883,node,J6
41.87452697753906,12.50615406036377,drinking_water,276548701,node,J4
41.89906692504883,12.51066493988037,drinking_water,276549297,node,J6
41.90805435180664,12.53013610839844,drinking_water,276549965,node,J6
41.88967132568359,12.52317333221436,drinking_water,276551773,node,J6
41.88619613647461,12.51546573638916,drinking_water,276551793,node,J6
41.88043212890625,12.50625705718994,drinking_water,276552067,node,J4
41.87559509277344,12.50748538970947,drinking_water,276553156,node,J4
41.86297607421875,12.50279235839844,drinking_water,276553272,node,J4
41.88462448120117,12.50924587249756,telephone,276555551,node,J6
41.88357925415039,12.50882339477539,telephone,276555552,node,J4
41.87987518310547,12.50810241699219,telephone,276555554,node,J4
41.87645721435547,12.50998592376709,drinking_water,276555586,node,J4
41.88905334472656,12.5076150894165,drinking_water,276555834,node,J6
41.88982009887695,12.50674819946289,cinema,276555836,node,J6
41.90350723266602,12.47504711151123,place_of_worship,279258446,node,J5
41.90116882324219,12.48260116577148,place_of_worship,279379894,node,J5
41.86861419677734,12.51782131195068,drinking_water,279783447,node,J4
41.88417053222656,12.51715850830078,drinking_water,279788988,node,J4
41.88141632080078,12.51915168762207,drinking_water,279788989,node,J4
41.87299346923828,12.51442527770996,drinking_water,279878641,node,J4
41.88140106201172,12.46791076660156,drinking_water,280114851,node,J3
41.88946151733398,12.50090312957764,drinking_water,280155143,node,J6
41.87678527832031,12.52558708190918,drinking_water,280888442,node,J4
41.87553024291992,12.51461219787598,drinking_water,281140126,node,J4
41.87488555908203,12.51526927947998,drinking_water,281140127,node,J4
41.87419891357422,12.51861000061035,drinking_water,281140562,node,J4
41.874267578125,12.51932907104492,drinking_water,281140563,node,J4
41.87192916870117,12.51757717132568,drinking_water,281141273,node,J4
41.86958694458008,12.51627254486084,drinking_water,281141310,node,J4
41.87016296386719,12.51603126525879,drinking_water,281141311,node,J4
41.8983039855957,12.48138236999512,fountain,281348354,node,J5
41.89651489257812,12.47106838226318,drinking_water,281348356,node,J5
41.89516448974609,12.4741268157959,drinking_water,281348357,node,J5
41.89365386962891,12.47866344451904,drinking_water,281348358,node,J5
41.89603042602539,12.4735050201416,drinking_water,281348359,node,J5
41.89290618896484,12.47674655914307,drinking_water,281348360,node,J5
41.87626647949219,12.49994468688965,drinking_water,281348403,node,J4
41.87578964233398,12.50126552581787,drinking_water,281348404,node,J4
41.89632415771484,12.49222278594971,drinking_water,281351519,node,J6
41.86416625976562,12.48894596099854,drinking_water,281351520,node,J4
41.85152816772461,12.49196434020996,drinking_water,281351621,node,J4
41.87774276733398,12.52790832519531,drinking_water,281351996,node,J4
41.87941360473633,12.52146434783936,drinking_water,281351999,node,J4
41.8915901184082,12.50039863586426,drinking_water,281352641,node,J6
41.91801834106445,12.49991798400879,telephone,281352643,node,J6
41.8618049621582,12.49999046325684,drinking_water,281630057,node,J4
41.87569808959961,12.50402736663818,drinking_water,281643625,node,J4
41.85481262207031,12.53067588806152,drinking_water,289941615,node,J4
41.83840179443359,12.48155879974365,drinking_water,294113462,node,J1
41.87994766235352,12.50790405273438,restaurant,294169621,node,J4
41.88113403320312,12.51023483276367,telephone,294703369,node,J4
41.84930419921875,12.48519134521484,drinking_water,294703373,node,J4
41.84819412231445,12.48667621612549,drinking_water,294703377,node,J2
41.84463119506836,12.49092102050781,supermarket,294768368,node,J2
41.91967010498047,12.53332138061523,fuel,295226512,node,J6
41.91860961914062,12.52230834960938,fuel,295226736,node,J6
41.90784072875977,12.51462078094482,fuel,295227146,node,J6
41.85441970825195,12.48815250396729,drinking_water,299617520,node,J4
41.85483932495117,12.47570419311523,drinking_water,300564719,node,J3
41.89676284790039,12.5128345489502,drinking_water,300578572,node,J6
41.89701843261719,12.51268100738525,restaurant,300578573,node,J6
41.90571212768555,12.50044727325439,drinking_water,300580540,node,J6
41.88526153564453,12.51242542266846,post_office,300580547,node,J6
41.87479019165039,12.51283168792725,fuel,300599116,node,J4
41.8763427734375,12.51761531829834,supermarket,300605243,node,J4
41.91656875610352,12.50194835662842,drinking_water,300607489,node,J6
41.89483642578125,12.51411914825439,drinking_water,300607490,node,J6
41.8843879699707,12.45522117614746,fuel,300909036,node,J3
41.90964889526367,12.49564075469971,post_office,300929565,node,J6
41.90849304199219,12.49190998077393,police,300936874,node,J6
41.91128921508789,12.4994421005249,cinema,301336161,node,J6
41.89931869506836,12.47040367126465,restaurant,301351789,node,J5
41.89917373657227,12.47073745727539,cafe,301351809,node,J5
41.91367340087891,12.50324535369873,drinking_water,301491693,node,J6
41.85615158081055,12.49349784851074,telephone,302112855,node,J4
41.88248062133789,12.50286293029785,drinking_water,302112951,node,J4
41.87969589233398,12.50438213348389,drinking_water,302112953,node,J4
41.86172103881836,12.50156402587891,drinking_water,302113233,node,J4
41.86691665649414,12.5238618850708,drinking_water,303873366,node,J4
41.86690139770508,12.52445125579834,drinking_water,303873368,node,J4
41.86777496337891,12.52655124664307,drinking_water,303873369,node,J4
41.86764526367188,12.52703094482422,bicycle,303873370,node,J4
41.84510803222656,12.48396873474121,drinking_water,304151931,node,J1
41.84267807006836,12.48324108123779,drinking_water,304151933,node,J1
41.9031867980957,12.49588108062744,telephone,305788344,node,J6
41.85090255737305,12.4849157333374,telephone,305810706,node,J3
41.87379455566406,12.52989482879639,drinking_water,307552031,node,J4
41.86928939819336,12.52992820739746,drinking_water,307557541,node,J4
41.8902702331543,12.48669338226318,toilets,307953827,node,J6
41.88775253295898,12.48964214324951,toilets,307953832,node,J6
41.88784790039062,12.4766731262207,drinking_water,307961720,node,J5
41.89150238037109,12.48502635955811,toilets,307964760,node,J5
41.88500595092773,12.52118587493896,drinking_water,309560164,node,J6
41.88552093505859,12.52437496185303,drinking_water,309560165,node,J6
41.87205505371094,12.51308250427246,drinking_water,309566299,node,J4
41.9060173034668,12.46970462799072,cinema,309569303,node,J5
41.90650939941406,12.46890163421631,drinking_water,309569305,node,J5
41.90676116943359,12.47311782836914,drinking_water,309569311,node,J5
